entropy,chi_square,byte_freq_mean,byte_freq_std,byte_freq_max,byte_freq_min,run_mean,run_std,run_max,unique_byte_ratio,zero_byte_ratio,serial_corr,label
7.356234506507916,215.11111111111114,0.00390625,0.00337594383378994,0.013888888888888888,0.0,1.0034843205574913,0.058925207405183845,2,0.71484375,0.006944444444444444,-0.003779320711017367,AES
7.2289222402478694,258.8235294117647,0.00390625,0.0038104604668605237,0.022058823529411766,0.0,1.0074074074074073,0.08574694002066834,2,0.66015625,0.0,-0.02893267563334617,DES
7.260065710927493,226.0,0.00390625,0.0036702383736261983,0.01953125,0.0,1.003921568627451,0.062499519413761674,2,0.66796875,0.0,-0.05564007746610918,RSA
6.737119214908246,472.0,0.00390625,0.005304092036718855,0.0234375,0.0,1.0078740157480315,0.08838560756158917,2,0.50390625,0.00390625,0.07938725317519159,plaintext
7.281547787742892,240.0,0.003906250000000001,0.003565902067090925,0.013888888888888888,0.0,1.0,0.0,1,0.6796875,0.006944444444444444,-0.0966193882556218,AES
7.219161129835907,241.88235294117646,0.00390625,0.003683644196204365,0.01838235294117647,0.0,1.0,0.0,1,0.640625,0.007352941176470588,0.05987578919097219,DES
7.243796972504131,228.0,0.00390625,0.003686442595347046,0.015625,0.0,1.003921568627451,0.06249951941376168,2,0.66015625,0.00390625,-0.11921501039500056,RSA
7.036689355282827,310.0,0.00390625,0.004298539272865969,0.0234375,0.0,1.0118577075098814,0.10824556472434115,2,0.58203125,0.0,-0.054509388707781645,plaintext
7.213941277371298,279.1111111111111,0.00390625,0.0038454959085653965,0.020833333333333332,0.0,1.0034843205574913,0.058925207405183845,2,0.66015625,0.003472222222222222,-0.10272237539368512,AES
7.2269761924060285,262.5882352941177,0.00390625,0.0038380728604067247,0.01838235294117647,0.0,1.0,0.0,1,0.66796875,0.003676470588235294,-0.03929290272852595,DES
7.169602759770963,270.0,0.00390625,0.004011639825477291,0.01953125,0.0,1.0199203187250996,0.13972651726494165,2,0.64453125,0.00390625,-0.02157999432775664,RSA
7.108526697179558,280.0,0.00390625,0.004085254035810916,0.01953125,0.0,1.003921568627451,0.06249951941376169,2,0.609375,0.0,0.05199796297521208,plaintext
7.321165529181146,225.77777777777783,0.003906250000000001,0.003458632259225093,0.017361111111111112,0.0,1.0,0.0,1,0.6953125,0.0,-0.029294979521215715,AES
7.25675510957555,241.8823529411765,0.00390625,0.0036836441962043655,0.01838235294117647,0.0,1.003690036900369,0.0606334934507564,2,0.671875,0.003676470588235294,0.027598358888648814,DES
7.099933998194325,286.0,0.00390625,0.004128792608712833,0.01953125,0.0,1.0,0.0,1,0.60546875,0.0,-0.1216316083939251,RSA
7.048585376992268,312.0,0.00390625,0.004312383235511644,0.0234375,0.0,1.0,0.0,1,0.58984375,0.00390625,0.054834762277840794,plaintext
7.285871095027047,240.0,0.00390625,0.003565902067090925,0.020833333333333332,0.0,1.0,0.0,1,0.6796875,0.0,-0.11964760906266664,AES
7.214072607831297,260.7058823529412,0.00390625,0.0038242915848100273,0.01838235294117647,0.0,1.003690036900369,0.0606334934507564,2,0.65625,0.0,0.003484886347100061,DES
7.192058251809457,244.0,0.00390625,0.003813598474563796,0.015625,0.0,1.0078740157480315,0.08838560756158917,2,0.63671875,0.0,0.045071821856830466,RSA
7.168620751809457,258.0,0.00390625,0.00392147910259009,0.015625,0.0,1.0,0.0,1,0.6328125,0.015625,-0.057084984585475805,plaintext
7.272207662965487,257.7777777777778,0.00390625,0.0036956133606611107,0.020833333333333332,0.0,1.0,0.0,1,0.68359375,0.003472222222222222,0.049470518762215476,AES
7.210468012274877,260.7058823529412,0.00390625,0.0038242915848100273,0.01838235294117647,0.0,1.003690036900369,0.06063349345075641,2,0.65234375,0.011029411764705883,0.04081252788737286,DES
7.16297683212955,262.0,0.00390625,0.003951761244198888,0.01953125,0.0,1.0,0.0,1,0.62890625,0.0078125,0.06920601905628937,RSA
6.883199844071809,394.0,0.00390625,0.0048460530374216815,0.01953125,0.0,1.0,0.0,1,0.546875,0.0,0.013880080162075053,plaintext
7.190440735807033,282.6666666666667,0.00390625,0.003869912000895618,0.017361111111111112,0.0,1.0034843205574913,0.05892520740518385,2,0.6484375,0.006944444444444444,0.010229312936610982,AES
7.306934302559904,215.5294117647059,0.00390625,0.0034771934628726004,0.014705882352941176,0.0,1.0074074074074073,0.08574694002066834,2,0.68359375,0.007352941176470588,-0.0007782704140241706,DES
7.219189174026281,248.0,0.00390625,0.0038447304072323297,0.01953125,0.0,1.0078740157480315,0.08838560756158917,2,0.65625,0.00390625,0.05218942356791025,RSA
3.7934541748785287,5914.0,0.00390625,0.018775033134502322,0.16796875,0.0,1.0364372469635628,0.18737548931831796,2,0.08203125,0.0,-0.1956268924518328,plaintext
7.229532336384051,266.6666666666667,0.00390625,0.0037587908150366256,0.013888888888888888,0.0,1.0034843205574913,0.05892520740518386,2,0.6640625,0.0,-0.11542922488867689,AES
7.25906830988103,243.76470588235298,0.00390625,0.003697949664391333,0.022058823529411766,0.0,1.003690036900369,0.0606334934507564,2,0.671875,0.007352941176470588,0.08156417027243078,DES
7.162333093706188,256.0,0.00390625,0.00390625,0.01953125,0.0,1.003921568627451,0.06249951941376169,2,0.625,0.0078125,-0.10444778601988011,RSA
7.174128210927493,248.0,0.00390625,0.0038447304072323297,0.01953125,0.0,1.003921568627451,0.062499519413761674,2,0.625,0.00390625,-0.03965845761913948,plaintext
7.338022310334873,218.66666666666669,0.00390625,0.003403729848385009,0.013888888888888888,0.0,1.0034843205574913,0.05892520740518386,2,0.703125,0.006944444444444444,-0.08695804071364957,AES
7.25906830988103,240.00000000000003,0.00390625,0.003669282955577048,0.014705882352941176,0.0,1.0,0.0,1,0.671875,0.0,0.01375644756208808,DES
7.194464197179558,246.0,0.00390625,0.0038291960794331354,0.01953125,0.0,1.0118577075098814,0.10824556472434113,2,0.640625,0.00390625,0.014061258172639583,RSA
4.481134153264216,3336.0,0.00390625,0.014101102615423487,0.11328125,0.0,1.0281124497991967,0.1880273078027249,3,0.109375,0.0,0.5174723557711459,plaintext
7.180227715063844,286.2222222222223,0.00390625,0.003894175009749644,0.017361111111111112,0.0,1.0,0.0,1,0.640625,0.010416666666666666,-0.019026866219010907,AES
